order_id,order_line_no,store_id,order_dt,dow,is_weekend,channel,payment_method,customer_id,staff_id,holiday_tag,is_refund,item_sku,item_name,category,unit_price_gbp,quantity,line_total_gbp,promo_code
a59df82b-ec97-43bf-917d-8a1969de3546,4,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_KEEMA_BHUNA,Keema Bhuna,Main,14.5,1,14.5,
a59df82b-ec97-43bf-917d-8a1969de3546,5,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SI_BOMBAY_ALOO,Bombay Aloo (Side),Side,5.75,4,23,
a59df82b-ec97-43bf-917d-8a1969de3546,6,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_SHEEK_KEBAB_M4,Sheek Kebab (E M) - Main (4),Main,9.8,1,9.8,
a59df82b-ec97-43bf-917d-8a1969de3546,7,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_1,Set Meal 1,SetMeal,24.65,1,24.65,
a59df82b-ec97-43bf-917d-8a1969de3546,8,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,DR_LASSI_500,Lassi 500ml (Mango/Salty),Drink,4.4,1,4.4,
a59df82b-ec97-43bf-917d-8a1969de3546,9,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,ST_CHIK_TIKKA_S4,Chicken Tikka Z - Starter (4),Starter,5.2,1,5.2,
a59df82b-ec97-43bf-917d-8a1969de3546,10,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
a59df82b-ec97-43bf-917d-8a1969de3546,11,1,01/01/2023 21:16,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,BR_PESHWARI_NAAN,Peshwari Naan,Bread,4.15,1,4.15,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,1,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,MA_LAMB_CHOP_M4,Lamb Chop Z - Main (4),Main,11.35,1,11.35,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,2,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,SI_SAAG_PANEER,Saag Paneer (Side),Side,6.5,2,13,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,3,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,MA_SHEEK_KEBAB_M4,Sheek Kebab (E M) - Main (4),Main,9.8,1,9.8,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,4,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,ST_LAMB_CHOP_S2,Lamb Chop Z - Starter (2),Starter,6.35,1,6.35,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,5,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,2,12,
4009bda9-baec-4dbb-8f9c-d79348dbae9f,6,1,01/01/2023 19:53,7,TRUE,Collection,Card,,17,NewYearsDay,FALSE,BR_GARLIC_NAAN,Garlic Naan,Bread,3.75,4,15,
a33615b9-6363-4f5c-aaf7-41ea91193385,1,1,01/01/2023 13:18,7,TRUE,Dine-in,Cash,982,16,NewYearsDay,FALSE,MA_LAMB_TIKKA_M8,Lamb Tikka Z - Main (8),Main,9.8,1,9.8,
a33615b9-6363-4f5c-aaf7-41ea91193385,2,1,01/01/2023 13:18,7,TRUE,Dine-in,Cash,982,16,NewYearsDay,FALSE,SI_POPADOM,Popadom (Plain/Spicy),Side,1,3,3,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,1,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_KARAHI,Karahi,Main,13.7,1,13.7,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,2,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SI_TARKA_DHAL,Tarka Dhal (Side),Side,5.75,3,17.25,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,3,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_LAMB_CHOP_M4,Lamb Chop Z - Main (4),Main,11.35,1,11.35,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,4,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,DE_KULFI,Kulfi (Pistachio/Mango),Dessert,3.6,1,3.6,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,5,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SI_SAAG_ALOO,Saag Aloo (Side),Side,6,6,36,
ca644c9a-734a-4dd7-b8db-d974cf6ab9ab,6,1,01/01/2023 21:50,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
0132b696-9817-442b-b322-fb1e777ece51,1,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,MA_LAMB_TIKKA_M8,Lamb Tikka Z - Main (8),Main,9.8,1,9.8,
0132b696-9817-442b-b322-fb1e777ece51,2,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SI_POPADOM,Popadom (Plain/Spicy),Side,1,3,3,
0132b696-9817-442b-b322-fb1e777ece51,3,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,MA_SHASHLIK_CHIK,Shashlik Z - Chicken Tikka (8),Main,12.3,1,12.3,
0132b696-9817-442b-b322-fb1e777ece51,4,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,DE_VANILLA_CHEESECAKE,Vanilla Cheesecake (slice),Dessert,3.95,1,3.95,
0132b696-9817-442b-b322-fb1e777ece51,5,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,4,24,
0132b696-9817-442b-b322-fb1e777ece51,6,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,DE_KULFI,Kulfi (Pistachio/Mango),Dessert,3.6,1,3.6,
0132b696-9817-442b-b322-fb1e777ece51,7,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SI_POPADOM,Popadom (Plain/Spicy),Side,1,2,2,
0132b696-9817-442b-b322-fb1e777ece51,8,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,BR_NAAN,Naan,Bread,2.95,2,5.9,
0132b696-9817-442b-b322-fb1e777ece51,9,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,MA_MIX_GRILL_MASALA,Mix Grill Masala,Main,18.65,1,18.65,
0132b696-9817-442b-b322-fb1e777ece51,10,1,01/01/2023 19:50,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_1,Set Meal 1,SetMeal,24.65,1,24.65,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,1,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,MA_TANDOORI_CHIK_W4,Tandoori Chicken Z (on the bone) Whole,Main,17.2,1,17.2,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,2,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,6,36,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,3,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,ST_CHIK_TIKKA_S4,Chicken Tikka Z - Starter (4),Starter,5.2,1,5.2,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,4,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,DR_LASSI_500,Lassi 500ml (Mango/Salty),Drink,4.4,1,4.4,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,5,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,MA_SHASHLIK_CHIK,Shashlik Z - Chicken Tikka (8),Main,12.3,1,12.3,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,6,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,MA_LAMB_TIKKA_M8,Lamb Tikka Z - Main (8),Main,9.8,1,9.8,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,7,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,MA_PANEER_TIKKA_M8,Paneer Tikka Z (VG) - Main (8),Main,10.65,1,10.65,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,8,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,MA_SHASHLIK_LAMB,Shashlik Z - Lamb Tikka (8),Main,13.75,1,13.75,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,9,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,DR_BOTTLE_1_5L,Bottle 1.25/1.5L,Drink,3.95,4,15.8,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,10,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,DR_BOTTLE_1_5L,Bottle 1.25/1.5L,Drink,3.95,4,15.8,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,11,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,BR_NAAN,Naan,Bread,2.95,1,2.95,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,12,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
2f6bdd51-bfc5-42bb-b197-3b960fd136a0,13,1,01/01/2023 21:03,7,TRUE,Collection,Cash,956,17,NewYearsDay,FALSE,BR_NAAN,Naan,Bread,2.95,2,5.9,
7d961a85-823a-432a-964e-880678ab3d3f,1,1,01/01/2023 17:41,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,MA_PANEER_TIKKA_M8,Paneer Tikka Z (VG) - Main (8),Main,10.65,1,10.65,
7d961a85-823a-432a-964e-880678ab3d3f,2,1,01/01/2023 17:41,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SI_BOMBAY_ALOO,Bombay Aloo (Side),Side,5.75,6,34.5,
7d961a85-823a-432a-964e-880678ab3d3f,3,1,01/01/2023 17:41,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,BR_CHAPATI,Chapati,Bread,1.7,1,1.7,
7d961a85-823a-432a-964e-880678ab3d3f,4,1,01/01/2023 17:41,7,TRUE,Deliveroo,Online,,,NewYearsDay,FALSE,SI_SAAG_PANEER,Saag Paneer (Side),Side,6.5,6,39,
6af91782-391d-40e2-9446-a533c3c8f978,1,1,01/01/2023 12:33,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,MA_KEEMA_BHUNA,Keema Bhuna,Main,14.5,1,14.5,
6af91782-391d-40e2-9446-a533c3c8f978,2,1,01/01/2023 12:33,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SI_SAAG_ALOO,Saag Aloo (Side),Side,6,4,24,
7e68884c-b687-4ddb-87b1-82542d5901ea,1,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,MA_LAMB_TIKKA_M8,Lamb Tikka Z - Main (8),Main,9.8,1,9.8,
7e68884c-b687-4ddb-87b1-82542d5901ea,2,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,2,12,
7e68884c-b687-4ddb-87b1-82542d5901ea,3,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SI_SAAG_ALOO,Saag Aloo (Side),Side,6,3,18,
7e68884c-b687-4ddb-87b1-82542d5901ea,4,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
7e68884c-b687-4ddb-87b1-82542d5901ea,5,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,BR_TANDOORI_ROTI,Tandoori Roti,Bread,2.9,2,5.8,
7e68884c-b687-4ddb-87b1-82542d5901ea,6,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,5,30,
7e68884c-b687-4ddb-87b1-82542d5901ea,7,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
7e68884c-b687-4ddb-87b1-82542d5901ea,8,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,SI_SAAG_PANEER,Saag Paneer (Side),Side,6.5,5,32.5,
7e68884c-b687-4ddb-87b1-82542d5901ea,9,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,MA_TANDOORI_CHIK_Q1,Tandoori Chicken Z (on the bone) 1/4,Main,5.25,1,5.25,
7e68884c-b687-4ddb-87b1-82542d5901ea,10,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,MA_SHASHLIK_PANEER,Shashlik Z - Paneer VG (8),Main,13.75,1,13.75,
7e68884c-b687-4ddb-87b1-82542d5901ea,11,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,DE_VANILLA_CHEESECAKE,Vanilla Cheesecake (slice),Dessert,3.95,1,3.95,
7e68884c-b687-4ddb-87b1-82542d5901ea,12,1,01/01/2023 07:29,7,TRUE,Just Eat,Online,,,NewYearsDay,FALSE,MA_PANEER_TIKKA_M8,Paneer Tikka Z (VG) - Main (8),Main,10.65,1,10.65,
72d57c92-e756-464f-961a-1c4d37310e7f,1,1,01/01/2023 19:46,7,TRUE,Collection,Card,,4,NewYearsDay,FALSE,MA_SHASHLIK_PANEER,Shashlik Z - Paneer VG (8),Main,13.75,1,13.75,
72d57c92-e756-464f-961a-1c4d37310e7f,2,1,01/01/2023 19:46,7,TRUE,Collection,Card,,4,NewYearsDay,FALSE,SI_SAAG_ALOO,Saag Aloo (Side),Side,6,5,30,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,1,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_VEG_TIKKA_M8,Tikka Z (VG/VN) - Main (8),Main,7.75,1,7.75,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,2,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,6,36,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,3,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_LAMB_TIKKA_M8,Lamb Tikka Z - Main (8),Main,9.8,1,9.8,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,4,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,BR_CHAPATI,Chapati,Bread,1.7,2,3.4,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,5,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,3,18,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,6,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,DR_CAN_330,Can 330ml,Drink,2.2,4,8.8,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,7,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
7c9f0ecd-68b7-4f2e-aa5f-7eadea71a1c6,8,1,01/01/2023 13:06,7,TRUE,Uber Eats,Online,,,NewYearsDay,FALSE,MA_TANDOORI_CHIK_W4,Tandoori Chicken Z (on the bone) Whole,Main,17.2,1,17.2,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,1,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,MA_CHIK_TIKKA_M8,Chicken Tikka Z - Main (8),Main,9.4,1,9.4,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,2,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,SI_BOMBAY_ALOO,Bombay Aloo (Side),Side,5.75,2,11.5,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,3,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,4,24,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,4,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,SM_SET_MEAL_2,Set Meal 2,SetMeal,43.95,1,43.95,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,5,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,MA_DESHI_CHINGRI,Deshi Chingri (King Prawn),Main,18.65,1,18.65,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,6,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,DE_VANILLA_CHEESECAKE,Vanilla Cheesecake (slice),Dessert,3.95,1,3.95,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,7,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,DE_CHOC_FUDGE_CAKE,Chocolate Fudge Cake (slice),Dessert,5.3,1,5.3,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,8,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,DR_CAN_330,Can 330ml,Drink,2.2,5,11,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,9,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,5,30,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,10,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,SI_TARKA_DHAL,Tarka Dhal (Side),Side,5.75,5,28.75,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,11,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,MA_SYLHETI_CHIK,Sylheti Chicken,Main,14.5,1,14.5,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,12,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,DE_KULFI,Kulfi (Pistachio/Mango),Dessert,3.6,1,3.6,
56c23824-5ab4-4045-a2dc-cb0a6db12cf4,13,1,01/01/2023 21:28,7,TRUE,Dine-in,Card,1987,8,NewYearsDay,FALSE,DR_CAN_330,Can 330ml,Drink,2.2,3,6.6,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,1,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,MA_SHEEK_KEBAB_M4,Sheek Kebab (E M) - Main (4),Main,9.8,1,9.8,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,2,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,SI_BOMBAY_ALOO,Bombay Aloo (Side),Side,5.75,6,34.5,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,3,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,MA_KARAHI,Karahi,Main,13.7,1,13.7,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,4,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,SI_CHANA_MASALA,Chana Masala (Side),Side,6,4,24,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,5,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,MA_TANDOORI_CHIK_W4,Tandoori Chicken Z (on the bone) Whole,Main,17.2,1,17.2,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,6,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,DR_BOTTLE_1_5L,Bottle 1.25/1.5L,Drink,3.95,5,19.75,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,7,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,SI_BOMBAY_ALOO,Bombay Aloo (Side),Side,5.75,4,23,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,8,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,BR_TANDOORI_ROTI,Tandoori Roti,Bread,2.9,6,17.4,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,9,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,MA_VEG_TIKKA_M8,Tikka Z (VG/VN) - Main (8),Main,7.75,1,7.75,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,10,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,DE_CHOC_FUDGE_CAKE,Chocolate Fudge Cake (slice),Dessert,5.3,1,5.3,
a58fcb4c-b245-4aaa-ac17-7ea94d80b454,11,1,01/01/2023 21:41,7,TRUE,Collection,Card,4128,4,NewYearsDay,FALSE,ST_CHIK_TIKKA_S4,Chicken Tikka Z - Starter (4),Starter,5.2,1,5.2,
